Code_commune;type_maison;type_appartement;type_autres
09213;114;6;
09212;78;4;
09211;131;21;
09210;279;4;1
71119;467;25;1
71117;479;25;1
71118;2170;673;3
46159;182;6;5
71115;51;2;
71116;97;4;
46157;119;5;
71113;68;12;
22188;440;7;2
34177;140;3;
58144;457;1;
71111;157;5;1
22189;374;4;1
34176;980;207;2
58143;92;1;
71112;159;4;1
34175;107;19;
58146;575;28;1
34174;392;27;7
58145;912;142;15
71110;330;10;1
34173;733;44;2
58140;277;9;3
34172;6002;61034;2141
34171;70;34;7
58142;256;4;1
34170;207;16;
58141;106;8;
22180;929;29;1
83108;1032;205;1
22181;486;16;9
83107;3433;2379;54
22182;1483;34;26
22183;1808;172;6
83109;230;74;3
22184;803;26;4
58148;291;13;
83104;1984;265;17
22185;1199;103;2
58147;223;7;
83103;1527;261;3
22186;3904;1532;21
34179;680;92;3
83106;2065;128;48
22187;2330;753;10
34178;1427;171;4
58149;1077;259;6
83105;30;11;
46155;185;3;1
83100;1632;426;7
46156;681;55;3
46153;398;27;2
83102;1651;60;16
46154;224;2;5
83101;2210;535;54
46151;108;4;1
46152;236;13;1
71128;76;1;
71129;287;8;4
46148;970;72;8
71126;243;21;1
46149;371;13;1
71127;63;2;
46146;83;2;
71124;126;6;
46147;88;5;
71125;28;1;
22199;723;15;5
34166;1260;152;5
58155;342;6;
71122;290;11;1
34165;1025;259;13
58154;106;;
71123;234;13;1
34164;393;41;2
58157;388;2;4
71120;1628;631;95
34163;1263;214;10
58156;130;;
71121;181;3;
34162;1879;462;20
58151;1784;282;54
34161;1655;94;3
58150;122;1;
34160;542;32;7
58153;77;1;
58152;641;66;3
22193;797;17;5
22194;2563;267;4
22195;1994;85;24
58159;139;1;1
22196;588;20;3
34169;1456;391;3
58158;165;2;3
22197;1542;79;5
34168;59;2;1
22198;2910;182;17
34167;123;11;
09199;352;18;2
46144;240;11;
09198;133;8;3
46145;582;24;
09197;73;17;
46142;111;4;
09196;37;;5
46143;670;121;40
09195;18;;
46140;180;;1
09194;1510;537;21
09193;160;3;
09192;185;16;3
22190;1731;62;5
10180;53;;
10182;86;5;
46139;131;5;1
58160;1615;105;2
71139;127;;
10181;136;;
10184;62;1;
46137;584;4;
71137;1445;1221;60
10183;22;;1
46138;715;57;6
10186;231;2;
46135;39;1;
71135;369;22;
10185;104;1;1
46136;190;4;1
71136;141;4;
22166;2288;97;2
34155;1068;89;
58166;339;3;6
71133;582;545;
34154;1550;3504;17
58165;155;3;1
71134;366;12;2
95101;304;41;1
22168;4948;2283;9
34153;704;116;5
58168;300;6;
71131;330;6;
95102;170;10;
22169;116;5;1
34152;266;29;3
71132;1071;160;1
34151;2499;903;27
58162;127;;2
34150;5715;4357;160
58161;145;1;
71130;185;1;
58164;405;26;8
58163;226;3;
83129;4037;6685;178
22160;397;24;2
22161;1287;49;3
22162;3478;1716;18
34159;1260;227;8
83126;4024;10159;88
22163;450;7;1
34158;101;11;2
58169;20;;
83125;903;174;9
22164;915;47;5
34157;1686;1087;14
83128;435;24;4
22165;260;4;
34156;50;;1
83127;1329;336;11
10188;128;3;4
46133;145;4;
83122;242;107;1
10187;317;8;
46134;193;4;
83121;1777;752;17
46131;143;3;
83124;1555;380;9
10189;35;;
46132;354;3;2
83123;2312;3908;129
46130;201;4;
83120;1614;887;7
10191;380;1;1
10190;208;3;
10193;174;3;1
46128;1702;481;75
58171;244;2;
10192;79;;
46129;180;2;1
58170;138;3;
10195;138;2;
46126;161;2;1
71148;483;10;2
10194;52;;1
46127;2186;623;52
71149;682;149;7
10197;92;3;
46124;153;4;
71146;153;6;1
10196;181;4;2
46125;266;6;2
71147;206;10;
22177;700;17;2
34144;551;54;2
58177;344;3;2
71144;89;2;1
22178;717;32;3
34143;1117;152;16
58176;285;9;1
71145;335;32;44
22179;1683;407;25
34142;1877;2336;35
58179;295;8;
71142;162;;
34141;462;11;
58178;133;2;1
71143;238;15;1
34140;1333;106;1
58173;148;1;
71140;35;1;
58172;108;;20
71141;191;8;2
58175;142;4;1
58174;153;;
83119;2420;4423;16
22170;705;8;
83118;3945;11420;71
22171;1823;112;6
22172;1179;593;3
34149;367;9;1
34148;1747;263;15
83115;2440;4358;232
22174;502;13;6
34147;1485;119;5
83114;206;35;1
22175;806;9;2
34146;1405;281;16
83117;921;126;3
22176;2861;230;8
34145;2711;2150;10
83116;2195;883;29
10199;261;6;2
46122;74;3;
83111;894;129;12
10198;57;;
46123;204;5;2
83110;605;222;8
46120;236;5;2
83113;1382;85;19
46121;119;3;4
83112;1586;2546;9
46119;152;3;
58180;587;49;1
10160;33;;
46117;445;22;
58182;871;161;4
46118;474;17;3
58181;129;2;1
10162;127;1;
46115;110;7;1
71159;129;1;
10161;24;;
46116;64;2;
95127;1391;10062;599
10164;344;2;
46113;241;6;1
71157;793;179;2
10163;35;;
46114;281;11;1
71158;649;275;
22144;555;4;1
34133;43;4;1
58188;105;1;1
71155;361;15;
22145;444;14;3
34132;178;7;
58187;296;40;1
71156;138;14;
22146;324;7;2
34131;221;32;1
71153;1859;3063;193
22147;1331;263;5
34130;907;87;29
58189;320;4;1
71154;985;39;3
22148;180;10;
58184;112;;1
71151;67;1;
22149;325;5;
58183;101;1;1
71152;136;5;
58186;50;1;
95120;771;110;1
58185;575;36;30
71150;1155;368;24
34139;660;26;
34138;179;5;
22140;231;23;
34137;109;26;
83148;1795;725;38
09169;68;3;2
22141;107;4;1
34136;675;95;1
83147;8;13;
09168;106;5;3
34135;1637;221;10
09167;1097;142;3
22143;1012;200;5
34134;1091;432;5
83149;812;221;8
09166;63;4;2
10166;204;;
46111;107;4;
83144;1313;3537;24
09165;177;7;
10165;198;17;1
46112;152;11;2
83143;1893;425;10
09164;260;6;1
10168;42;;1
83146;1114;65;33
09163;43;4;
10167;46;;
83145;633;205;9
09162;65;4;1
83140;2198;509;13
09161;420;50;
10169;129;3;
09160;2771;987;9
83142;177;49;6
83141;2201;902;13
46108;226;9;1
58191;136;2;
95119;150;1;2
46109;283;12;3
58190;140;;
10171;130;;
46106;243;1;
58193;813;81;2
10170;279;26;1
46107;139;5;3
58192;138;4;
10173;219;6;
46104;69;;
10172;93;1;
46105;379;2;
95116;1206;352;5
10175;85;1;1
46102;3407;2944;86
71168;114;2;1
10174;86;;
46103;576;9;
71169;315;19;
22155;995;65;5
34122;259;19;
58199;165;2;
71166;82;10;
22156;338;7;1
34121;223;30;1
58198;218;1;
71167;257;6;1
22157;350;4;
34120;2026;926;8
71164;135;;
22158;1460;136;2
71165;467;5;1
58195;249;2;
71162;554;10;1
58194;2488;6019;176
71163;71;;
58197;143;;2
71160;158;4;
58196;289;2;
71161;154;3;1
95110;79;19;
34129;1491;1980;27
34128;779;139;3
22150;443;1;
34127;1256;242;6
09159;69;4;
34126;929;1334;6
83137;6872;30097;363
09158;151;4;2
22152;590;17;1
34125;65;19;
83136;1404;160;25
09157;1203;242;7
22153;306;49;7
34124;172;9;
83139;648;108;4
09156;33;6;
34123;2665;2114;28
83138;1766;280;124
09155;91;2;
10177;84;1;
46100;431;13;
83133;741;147;2
09154;37;1;2
10176;86;1;
46101;235;13;1
83132;980;215;7
09153;81;1;4
10179;195;2;
83135;877;76;4
09152;76;4;
10178;123;4;
83134;906;122;6
09151;30;3;
09150;160;4;
83131;2125;415;14
83130;1217;872;10
09190;71;3;
10140;543;84;2
95149;1252;92;12
10142;824;109;3
71179;39;;
10141;469;35;1
22122;484;8;1
34111;881;1716;4
71177;401;36;2
95144;24;1;
34110;313;20;2
71178;533;64;1
22124;177;5;
71175;200;1;
71176;2429;2136;11
22126;65;1;1
71173;170;1;1
22127;1115;50;2
71174;142;3;1
95141;17;;
22128;400;8;7
71171;157;21;
95142;681;185;4
22129;81;;1
71172;74;2;
34119;751;185;
34118;194;8;
71170;748;49;1
34117;360;277;3
34116;2071;2116;27
34115;149;9;
34114;2194;805;8
34113;2112;779;5
09189;224;44;1
22121;811;169;3
34112;93;10;
09188;649;73;4
10144;76;;
09187;193;;2
10143;126;;
09186;51;2;1
10146;60;;
09185;1677;317;14
10145;97;1;2
09184;25;2;
10148;210;;
09183;49;2;7
10147;61;;
09182;869;85;12
09181;665;77;3
10149;127;2;
09180;81;3;1
10151;352;70;1
10150;138;2;
10153;289;;
95139;134;1;
22133;326;12;
34100;71;4;
71188;49;;
22134;1724;30;3
71189;678;51;4
95134;1524;494;5
22135;1227;52;3
71186;149;9;1
22136;3490;1564;45
71187;694;146;
22137;957;66;1
71184;298;7;2
22138;330;4;1
71185;209;5;
22139;72;;
71182;570;20;
71183;152;6;
34108;2923;2582;37
34107;372;43;9
71181;92;4;
34106;117;7;1
34105;135;4;1
34104;76;7;3
34103;555;63;11
09179;35;3;
22131;549;14;
34102;144;12;
09178;27;;
22132;200;2;2
34101;2377;364;9
09177;117;3;2
10155;107;;
09176;288;131;1
10154;41;;
83154;505;12;1
09175;38;1;
10157;111;1;
09174;146;2;1
10156;267;11;
09173;140;10;
10159;47;2;
83151;452;56;4
09172;15;;2
10158;246;5;3
83150;1762;456;49
09171;58;2;
83153;1323;4129;9
09170;113;1;2
34109;518;56;1
83152;1134;349;5
58102;981;162;5
58101;150;6;1
46191;503;61;1
58108;77;;1
46192;226;3;2
58107;178;1;
46190;92;;2
58109;597;61;1
58104;681;60;1
58103;381;13;6
58106;424;11;4
58105;182;;
46199;264;8;3
46197;489;2;1
46198;100;5;
46195;219;4;
46196;81;;
46193;294;18;
46194;175;;
58111;144;9;1
58110;172;11;2
58113;98;;
58112;318;2;3
46180;305;4;4
58119;42;1;
46181;74;1;1
58118;435;55;4
58115;141;1;
58114;69;1;
58117;1220;1369;8
58116;109;1;
46188;165;;
46189;324;17;2
46186;230;3;3
46187;397;12;3
46184;323;1;
46185;1083;107;8
46182;933;165;18
46183;242;4;3
34191;297;21;4
34190;221;12;
46179;123;2;1
34199;2548;2671;27
58122;337;6;1
34198;3516;1123;22
58121;1529;195;13
34197;546;36;
58124;358;;1
34196;154;12;1
58123;100;2;
34195;80;3;
34194;1713;258;10
34193;220;7;6
58120;284;1;1
34192;1737;6972;44
46170;439;65;1
58129;188;4;1
58126;212;4;
58125;109;1;
58128;127;5;1
58127;197;;1
46177;372;6;1
46178;211;6;
46175;483;29;
46176;394;30;3
46173;486;55;3
46174;147;3;2
46171;217;1;1
46172;244;6;3
34180;675;64;5
71108;80;1;
71109;173;6;1
71106;958;712;3
71107;159;6;
71104;128;3;1
71105;2156;2199;15
46168;116;4;
71102;297;6;
46169;169;1;
71103;126;4;
34188;117;1;2
58133;65;2;
71100;116;5;
34187;405;80;1
58132;187;3;
71101;267;6;3
34186;314;26;4
58135;75;2;
34185;251;45;
58134;1321;681;5
34184;399;36;2
34183;1793;261;52
34182;836;81;2
58131;1078;276;1
34181;665;32;
58130;125;;
58137;49;;1
58136;51;1;
58139;133;2;1
34189;909;167;1
58138;198;8;1
46167;109;3;
46164;160;9;1
46165;248;9;
46162;120;33;2
46163;255;25;
46160;282;76;2
46161;188;6;
09309;97;2;1
09308;123;5;1
09307;105;8;
09306;1078;794;8
09305;182;10;
09304;6;1;1
09303;232;5;26
09301;478;6;
09300;113;4;2
46317;300;19;
46318;178;8;
46315;154;9;1
46316;248;5;4
10360;371;4;1
46313;265;12;2
46314;121;12;1
10362;1021;1465;54
46311;987;71;1
10361;97;4;
46312;189;2;
22342;203;2;1
34331;122;2;
95287;245;18;69
22343;2718;729;4
95288;1876;1571;24
22344;399;23;2
22345;445;21;1
22346;408;30;3
22347;657;17;1
22348;290;2;1
46319;118;;1
22349;1155;27;3
34339;132;2;1
34338;52;10;
95280;2366;1597;473
34337;3195;1166;41
34336;1805;568;73
95282;68;;
34335;278;11;
34334;296;22;10
22340;598;16;1
34333;2083;245;141
22341;329;25;1
34332;3332;917;1112
10364;43;1;1
10363;233;6;
46310;98;4;1
10366;36;;
10365;75;1;
10368;442;2;3
10367;326;2;
10369;109;1;
46306;75;;
46307;394;6;1
46304;120;1;
46305;185;5;
10371;137;;1
46302;99;9;1
10370;131;46;1
46303;166;;
10373;181;5;
10372;168;15;1
46301;294;17;2
22353;2174;563;10
34320;943;71;3
22354;486;13;2
95277;1207;2658;88
22356;436;10;
22358;250;;
22359;289;14;3
46308;113;3;2
46309;1436;1025;72
34328;502;44;9
34327;2093;829;21
34326;37;;13
95270;221;31;1
34325;746;126;
95271;195;24;7
34324;4655;4572;25
22350;151;2;1
34323;29;1;
22351;265;2;2
34322;333;33;2
22352;146;2;
34321;757;87;14
10375;148;1;
10374;96;;
10377;75;;
10376;83;1;
10379;207;5;
10378;41;1;3
34329;2305;99;16
22328;310;10;3
10340;892;82;
22320;128;3;2
22321;1083;57;2
22322;206;2;
22323;487;3;
22324;742;15;
22325;2574;1396;2
22326;235;12;
22327;720;15;2
34317;175;9;
10349;1244;30;6
34316;123;9;1
34315;203;6;
34314;219;42;6
34313;355;27;1
34312;807;48;6
34311;875;62;2
34310;1289;255;14
10342;175;4;
10341;172;;2
10344;362;27;
10343;2174;1247;13
10346;36;;
10345;187;4;4
10348;111;;
34319;111;5;
10347;115;4;
34318;474;15;5
22339;1148;149;4
10351;183;2;1
10350;426;12;
22331;140;11;
95298;231;2;1
22332;240;10;1
22333;450;8;1
22334;108;5;
22335;164;1;1
95295;67;10;
22337;678;3;1
22338;340;6;3
34306;118;36;2
34305;254;9;3
34304;481;61;5
34303;63;4;
34302;528;32;4
34301;1977;10857;21
34300;2266;319;15
22330;228;8;
10353;403;3;1
10352;717;76;3
10355;50;;39
10354;63;;
10357;1178;162;1
10356;130;;
34309;1773;157;8
10359;251;5;4
34308;277;41;
10358;438;40;50
34307;1051;158;2
22306;269;1;3
22307;852;57;1
22308;363;2;
22309;121;;
22300;212;18;
22302;1258;102;13
22304;242;4;4
09329;351;15;
22305;233;5;1
09328;213;9;
10328;180;1;
09327;127;7;5
10327;57;4;
09326;128;13;
09325;54;1;
10329;229;5;
09324;1512;281;36
09323;46;8;
09322;1003;359;1
09321;184;43;2
09320;42;5;
10320;113;2;
10321;1275;114;1
10324;71;;
10323;1967;1087;16
10326;116;1;
10325;1329;569;96
22317;135;3;2
22318;171;2;
22319;377;77;
22310;250;5;
22311;488;11;36
22312;132;2;
22313;223;8;3
22314;193;3;2
09319;61;2;1
22315;148;2;
09318;110;6;
22316;346;5;4
10339;135;4;
09316;72;2;
10338;79;;
09315;51;3;4
09314;116;11;2
09313;127;;3
09312;1322;87;2
09311;39;;
09310;31;;
10331;243;7;5
10330;73;;
10333;1204;1383;4
10332;194;;1
10335;146;1;
10334;266;7;
10337;20;;1
10336;165;6;2
10306;142;;
10305;42;;
10308;99;;
10307;165;;
10309;67;;1
09342;133;8;3
09341;56;2;2
09340;90;2;
10300;141;2;1
10302;45;;1
10301;111;2;
10304;114;;
10303;45;;
09339;325;9;1
10317;793;53;4
09338;67;7;
10316;112;;
10319;267;2;3
09336;539;89;3
10318;83;2;
09335;55;6;
09334;1014;95;1
09332;1007;73;5
09331;294;6;2
09330;40;1;
10310;101;;
10313;193;7;1
10312;103;;1
10315;23;;1
10314;192;4;
34290;284;26;
71238;531;51;4
71239;466;33;2
71236;417;40;1
95203;1347;2922;13
71237;277;12;1
71234;201;2;1
95205;1548;1363;47
46279;134;1;2
71235;777;91;1
34298;2280;381;3
58265;83;;
71232;87;1;1
34297;179;15;2
58264;847;273;6
71233;143;;1
34296;432;47;2
58267;526;48;2
71230;2894;1125;16
34295;586;57;3
58266;199;1;
71231;305;32;
34294;385;47;
58261;599;29;
34293;1377;247;8
58260;650;20;5
34292;200;11;
58263;123;;1
34291;308;4;19
58262;204;4;
58269;259;2;3
58268;154;7;
34299;3552;854;120
46276;225;;3
46277;157;3;2
46272;137;5;
46273;485;43;3
46270;209;7;1
46271;233;10;1
58270;267;4;7
71249;499;17;5
46269;60;1;
71247;177;2;3
71248;355;24;1
46267;377;25;1
71245;175;6;
46268;618;42;1
71246;155;2;
34287;174;15;2
58276;265;5;
71243;188;21;1
34286;310;12;
58275;221;2;
71244;249;2;1
34285;383;51;4
58278;662;58;
71241;233;17;1
34284;922;496;10
58277;192;3;2
71242;325;40;
34283;84;10;
58272;110;2;
34282;506;64;5
58271;128;;
71240;212;9;
34281;1106;88;7
58274;91;3;
34280;238;42;2
58273;678;6;
58279;101;1;
34289;1240;260;1
34288;373;60;2
46265;263;5;5
46266;227;7;
46263;468;19;1
46264;129;11;1
46262;443;19;
46260;138;10;1
95229;1810;2242;49
58281;457;5;1
58280;330;2;1
46258;106;7;
71258;263;31;1
46259;106;7;2
71259;211;3;
46256;229;21;28
71256;249;17;
46257;114;1;
71257;266;1;2
22287;629;20;1
34276;1511;549;9
58287;168;8;
71254;113;3;1
22288;197;20;
58286;449;50;4
71255;100;1;
22289;144;2;1
34274;1070;178;16
58289;166;4;1
71252;206;3;1
34273;154;7;1
58288;72;4;
71253;371;8;
34272;1216;173;2
58283;77;;3
71250;454;11;1
34271;211;17;2
58282;280;10;1
71251;345;10;1
34270;3250;1401;13
58285;161;6;1
58284;37;2;
22280;518;4;
22281;678;38;1
22282;3838;1619;26
22283;522;23;2
22284;209;11;4
34279;283;11;7
22285;166;5;1
34278;69;;
22286;205;23;
34277;148;69;
46254;121;4;3
46255;286;5;
46252;302;3;11
46253;169;;
46250;76;2;
46251;1620;818;76
58290;32;1;
95218;970;1907;10
95219;1264;3759;80
46249;96;2;1
58292;166;1;
58291;105;;3
46247;150;;3
71269;620;370;5
95214;23;7;
46245;102;;
71267;456;68;10
46246;45;1;
71268;173;3;
34265;274;2;1
58298;178;9;
95210;484;1783;86
22299;738;1;
34264;174;28;
58297;148;5;
71266;257;11;
95211;768;154;103
34263;168;17;
71263;2257;1543;71
95212;38;18;
34262;136;5;
58299;174;2;
71264;214;8;
95213;278;13;1
34261;202;38;5
58294;102;3;
71261;342;6;2
34260;593;133;21
58293;234;8;2
71262;120;2;
58296;91;;
58295;612;4;1
22291;163;2;2
22293;226;7;2
22294;271;10;2
34269;143;4;1
22295;237;9;2
34268;349;32;1
22296;325;13;2
34267;861;89;6
34266;217;11;1
46243;127;7;
46244;67;9;1
46241;154;4;2
46242;123;2;
46240;411;56;2
09290;382;5;
10281;124;1;
46238;185;7;
10280;400;8;1
46239;180;2;
10283;80;;
46236;153;;
10282;550;13;2
46237;229;16;11
10285;34;;
46234;68;1;
71278;86;1;
10284;70;;1
46235;116;2;1
71279;428;15;2
22265;809;13;4
34254;484;73;
71276;84;5;
22266;1744;275;35
34253;35;3;
71277;332;10;
22267;243;12;
34252;158;97;
71274;222;2;
22268;403;1;
34251;275;19;1
71275;726;435;36
22269;159;3;
34250;273;17;7
71272;180;5;2
71273;185;4;2
71270;1643;5832;79
95241;614;109;3
71271;112;3;1
22260;282;8;
34259;1822;1017;10
22261;157;5;1
34258;890;45;2
22262;1014;445;58
34257;129;15;3
09289;654;57;2
22263;181;7;
34256;768;111;6
22264;1417;140;7
34255;3775;713;10
09287;22;1;
10287;607;52;4
46232;597;77;2
10286;113;1;2
46233;114;6;
09285;846;128;63
10289;505;50;2
46230;66;;
09284;87;3;
10288;184;3;1
46231;1206;254;43
09283;245;143;162
09282;1914;500;15
09281;67;6;
09280;860;7;6
10290;155;1;1
46229;583;46;3
46227;191;4;6
10291;92;;2
46228;443;8;3
10294;23;2;1
46225;1387;208;55
10293;81;;
46226;164;7;3
10296;100;;2
46223;139;4;4
71289;575;112;9
10295;174;12;
46224;1450;348;
22276;114;2;1
34243;928;117;4
71287;189;6;
22277;1124;47;
34242;441;52;2
22278;3991;6654;157
34241;417;39;3
71285;285;20;
22279;541;45;2
34240;1160;387;5
71286;138;2;2
71283;274;8;
71284;124;3;1
71281;178;4;
71282;597;86;1
71280;78;1;
34249;1010;182;3
22271;190;1;
34248;323;27;2
22272;932;63;7
34247;1768;633;4
09279;50;6;1
22273;1121;46;23
34246;891;80;1
22274;173;2;1
34245;1143;184;13
09277;363;46;3
22275;590;22;3
34244;962;312;60
09276;95;10;
10298;475;46;7
46221;268;6;3
09275;171;14;
10297;1399;978;8
46222;108;2;1
09274;162;6;
09273;362;19;
10299;247;4;
46220;477;17;20
09272;694;40;3
09271;42;1;2
09270;126;15;2
46218;103;6;2
46219;260;4;1
46216;416;15;3
46217;248;4;
10261;560;62;1
46214;217;11;
10260;252;6;
46215;436;28;37
10263;192;1;
46212;87;2;1
10262;223;5;1
46213;126;6;
22243;368;4;3
34232;634;47;4
22244;347;6;2
34231;21;1;1
71299;174;2;
22245;560;3;2
34230;106;3;
71296;359;6;
22246;851;32;3
71297;459;40;1
95268;976;4835;46
71294;561;113;
22248;945;32;5
71295;698;91;8
22249;416;6;9
71292;570;19;1
71293;245;;2
71290;192;6;2
34239;2378;531;4
71291;499;20;2
34238;43;5;1
34237;1197;104;5
34236;38;6;
22240;656;22;
34235;286;32;
22241;598;32;
34234;82;;2
22242;1124;49;2
34233;99;20;1
10265;750;898;1
46210;54;1;1
10264;74;;1
46211;188;3;
10267;160;;
10266;32;;1
10269;71;;
10268;1708;1454;63
46207;119;5;
46208;331;3;3
10270;117;;3
46205;293;4;1
46206;68;2;1
10272;94;1;
46203;119;23;1
95258;154;10;1
10271;300;2;
46204;258;31;
10274;139;7;
46201;1152;139;5
10273;15;;
46202;268;11;20
22254;591;5;3
34221;311;22;
95254;217;12;
22255;487;24;2
34220;157;4;
22256;687;23;2
95256;1095;221;1
22257;199;9;
95257;1557;471;28
22258;1680;155;7
95250;2798;893;11
22259;1714;54;3
46209;146;;1
95252;1098;5161;88
95253;187;35;3
34229;614;45;1
34228;99;2;1
34227;753;110;6
34226;998;127;3
22250;520;214;17
34225;1544;189;5
22251;3235;312;9
34224;726;36;7
34223;502;38;
09299;454;24;2
34222;229;6;1
09298;153;4;3
10276;189;;1
09297;22;2;
10275;264;8;2
46200;198;9;2
09296;124;9;
10278;101;;1
09295;207;8;2
09294;50;1;4
09293;517;23;1
10279;35;;
09292;50;1;
09291;249;4;
58201;146;;
58200;132;6;
58207;494;3;3
58206;34;;
58209;144;;
58208;230;3;1
58203;74;3;
58202;36;;
58205;683;14;10
58204;289;3;2
58210;394;14;1
58212;181;11;2
58211;155;4;
58218;1058;253;5
58217;155;1;3
58219;213;4;
58214;1102;205;3
58213;303;8;1
58216;150;;
58215;1036;127;45
58221;155;1;1
58220;410;5;2
58223;400;20;2
58222;101;;
58229;270;;4
58228;337;2;
58225;180;39;1
58224;98;2;
58227;876;64;
58226;151;1;1
71207;165;3;
71208;141;2;4
71205;396;13;3
71206;146;1;2
71203;29;;
71204;577;5;1
71201;117;1;2
71202;782;226;6
58232;677;40;1
58231;273;1;
71200;376;7;
58234;83;1;
58233;166;;
58230;98;;
58239;87;1;
58236;118;;
58235;274;10;
58238;939;35;38
58237;34;;
71218;365;15;
71219;299;8;1
71216;120;5;
71217;72;6;1
71214;284;10;1
71215;1091;90;7
71212;581;251;1
71213;304;10;4
58243;58;;
71210;192;12;1
58242;114;1;1
58245;140;1;
58244;153;2;2
58241;185;1;
58240;96;;
46290;264;7;2
58247;235;2;3
58246;652;178;7
58249;263;3;1
58248;146;5;
46299;141;7;3
46296;339;8;1
46297;851;86;5
46294;116;1;2
46295;127;1;
46292;138;1;2
71209;384;18;2
46293;347;20;
71229;148;3;1
71227;338;29;
71228;86;1;
71225;205;;
71226;42;;
46289;132;4;1
71223;413;17;4
71224;62;1;
58254;268;13;
71221;1521;381;4
58253;86;1;
71222;431;19;
58256;234;;
58255;334;5;1
71220;285;16;
58250;944;90;2
58252;124;2;1
58251;290;13;
46280;134;5;1
58258;245;;
58257;55;;
58259;87;1;1
46288;139;5;4
46286;99;1;2
46283;236;2;2
46284;224;4;2
46281;116;15;4
46282;51;1;
10405;26;2;
10404;91;;
10406;796;12;
10409;247;1;
10408;65;;
10401;822;401;5
10400;74;;
10403;32;1;
10402;118;1;
10416;108;1;
10418;93;;
10417;150;;3
10419;331;3;
10410;94;;
10412;408;8;
10411;14;1;
10414;70;;1
95394;2488;1274;46
95395;303;38;7
95392;1690;522;8
10441;160;5;1
10440;93;2;
10443;26;;
10442;274;1;3
10445;33;1;
10444;129;;
10427;161;;1
10426;437;72;1
10429;109;4;1
10428;68;;
10421;76;;
10420;1029;247;2
10423;203;4;
10422;118;1;1
10425;137;;1
10424;40;1;
10438;153;1;2
10437;284;23;2
10439;88;;
10430;46;1;
10432;35;;
10431;84;;
10434;23;;
10433;123;;1
10436;82;1;4
10435;84;;
95328;208;65;
71359;327;5;
71357;118;;2
71358;92;1;
71355;144;1;
71356;424;20;1
71353;267;58;
71354;282;11;
71351;850;268;32
71352;73;1;
95323;1696;643;14
71350;424;45;2
71368;152;2;6
95313;1034;1330;127
71369;209;5;
71366;212;6;
71367;232;3;
95316;114;3;
71364;96;3;
71365;316;4;3
71362;158;6;1
71363;59;7;
71360;773;157;1
71361;48;;
71379;712;33;8
71377;96;;
95348;199;22;
71378;725;85;7
71376;303;3;
71373;880;120;8
71374;115;4;
71371;662;154;4
71372;808;125;1
71370;332;10;1
95341;137;29;
71388;238;2;
71389;196;3;1
71386;61;;
95331;66;19;
71387;248;3;
71384;181;27;1
71385;292;20;1
71382;401;7;4
71383;211;63;1
71380;441;14;1
71381;79;2;
95369;679;571;3
71399;325;35;2
22386;376;9;5
71397;132;21;
22387;765;28;4
71398;450;3;2
95365;220;80;4
22388;565;3;1
71395;147;3;3
22389;1984;458;9
71396;334;18;3
71393;253;6;
71394;487;59;1
71391;282;42;1
71392;280;8;6
71390;481;5;33
22380;363;5;1
22381;172;2;
22383;144;4;1
22384;532;63;22
22385;602;17;
95353;559;222;2
95355;1556;1141;13
95351;2234;1617;57
95352;1402;825;7
22390;418;8;2
22391;722;12;2
46340;173;9;2
46339;180;10;2
10380;37;;
46337;164;8;
46338;63;3;
10382;494;23;6
46335;253;5;1
10381;391;2;2
46336;222;3;1
10384;102;1;
46333;117;1;2
10383;101;;1
46334;873;37;6
22364;1357;81;1
22365;93;4;20
95387;34;;
22366;292;6;2
95388;1672;426;7
22368;350;7;2
22369;399;4;
22360;3446;684;15
22361;335;5;4
22362;937;560;53
22363;950;34;3
10386;116;1;
46332;179;17;
10388;37;;
10387;2627;12267;302
46330;773;92;21
10389;73;1;1
46328;256;7;1
46329;188;28;4
10391;134;1;
10390;87;2;
10393;95;1;
46324;146;4;4
95379;87;1;
10392;188;3;
10395;180;5;
46322;383;6;1
10394;102;1;1
46323;74;2;
22375;330;1;
34342;76;25;1
22376;727;50;
34341;1501;213;9
22377;615;13;7
34340;546;45;
22378;125;3;
22379;1199;177;29
95371;1826;359;21
22370;210;2;1
95370;1135;333;6
22371;544;15;1
22372;856;117;5
22373;81;;1
34344;1733;18649;173
34343;492;73;12
10397;88;1;1
46320;248;13;3
10396;235;2;
46321;222;9;
10399;293;27;3
10398;36;1;
