Code_commune;surf_moins_30;surf_30_40;surf_40_60;surf_60_80;surf_80_100;surf_100_120;surf_plus_120;surf_hors_res_principale;surf_hors_log_ordinaire
24382;2;3;17;45;88;50;43;93;
23053;1;1;11;19;17;18;18;58;
24385;2;1;4;11;22;24;44;36;
35049;48;84;289;410;532;518;591;2071;
50641;1;1;14;22;69;57;80;21;
23056;2;3;10;30;43;33;40;282;
35047;604;207;576;690;466;361;498;411;
47024;1;;9;39;193;205;250;59;
50643;4;1;16;60;101;74;93;30;
11078;4;3;7;16;20;19;26;48;
47025;1;7;18;45;72;52;75;118;
47023;2;4;8;18;26;31;64;46;
47020;1;;2;6;12;25;38;38;
50647;5;7;19;57;151;158;139;64;
47021;1;9;63;97;194;160;180;478;
50648;1;5;10;50;137;133;132;52;
11081;4;17;48;139;196;186;169;357;
11084;1;2;14;51;147;105;102;49;
47019;1;12;11;25;97;117;146;31;
11083;4;2;4;8;6;4;4;22;
11086;1;3;22;52;114;94;60;131;
11088;5;11;13;56;265;253;152;64;
47015;4;36;47;115;270;182;224;178;
11087;1;;2;4;9;10;11;19;
47016;2;1;12;27;88;140;178;53;
61300;1;5;9;38;54;38;47;164;
62631;2;1;3;12;42;53;54;12;
23068;2;6;26;50;74;61;55;181;
35035;1;5;14;28;60;56;60;37;
61301;2;1;1;17;23;25;20;10;
23069;4;14;27;48;58;31;30;171;
35034;3;9;52;62;131;107;146;176;
35033;6;20;106;182;281;342;289;146;
61303;1;2;17;37;54;46;58;59;
62634;2;8;9;59;124;105;116;59;
35032;6;17;159;271;362;412;386;79;
61304;1;;4;16;30;27;27;11;
35031;5;35;128;244;427;434;446;171;
62636;1;1;4;16;26;23;36;14;
35030;1;10;23;30;64;62;80;44;
62637;18;198;766;1269;938;553;315;340;
62638;5;6;43;77;169;92;102;43;
62639;2;6;10;10;45;54;45;8;
23060;3;3;6;4;25;14;13;65;
24392;1;4;14;23;56;58;75;160;
23061;12;62;35;74;113;57;42;163;
23062;3;8;32;69;80;45;51;204;
23064;2;6;26;69;75;51;71;276;
24396;14;53;117;126;223;148;148;416;
35039;6;6;73;113;210;173;189;29;
23065;1;2;7;16;57;33;16;99;
24395;1;;6;33;43;40;61;139;
23066;1;;2;17;22;25;30;86;
35037;20;66;275;380;562;608;526;186;
23067;16;8;40;76;102;68;44;189;
47013;1;;2;23;33;47;47;28;
47010;1;1;2;16;24;31;23;20;
24529;1;1;2;10;36;23;17;25;
59192;1;1;11;56;137;80;45;14;
24528;2;;2;6;16;15;16;36;
59191;5;9;14;31;100;55;42;41;
59194;1;9;42;67;161;124;114;67;
84150;3;14;61;124;220;195;221;264;
59193;5;10;77;142;517;255;254;97;
59190;1;1;14;33;97;97;161;24;
72169;1;1;22;76;159;146;156;50;
24521;2;3;18;41;148;119;118;55;
24520;121;307;729;955;1116;660;735;1946;
59199;1;1;10;37;85;60;85;24;
72168;12;25;63;226;317;151;177;179;
72165;2;6;34;101;270;165;211;78;
24522;1;1;10;33;43;51;47;125;
59196;4;4;48;66;93;107;215;29;
24524;3;1;4;7;23;11;26;53;
59195;1;1;3;27;75;60;72;6;
24527;5;6;28;88;93;94;119;160;
59198;1;1;9;12;28;34;33;233;
72161;3;6;29;113;146;84;59;128;
24526;1;3;30;75;119;57;65;158;
59197;4;11;40;74;194;184;305;57;
72160;3;5;19;29;78;48;69;80;
11211;1;3;12;24;72;69;60;27;
60189;3;7;25;66;113;69;83;65;
11210;8;2;24;72;183;124;84;109;
60188;14;28;63;222;249;153;135;92;
60187;6;7;21;92;133;89;48;63;
11212;5;3;13;51;59;58;65;90;
60186;1;1;3;17;25;26;17;10;
11215;1;5;18;50;80;106;113;44;
60185;4;7;25;35;117;89;109;16;
60184;1;;5;11;22;21;29;17;
11217;6;9;38;111;179;121;124;84;
11216;1;1;13;24;59;31;42;58;
60191;1;3;14;39;93;45;45;45;
11220;3;4;40;60;101;62;66;84;
24532;1;;3;3;21;30;47;23;
72179;6;20;95;212;270;152;139;174;
23202;1;4;16;25;31;19;28;94;
24534;8;12;39;66;133;116;147;149;
72176;16;68;211;475;645;288;297;428;
72177;2;2;2;25;26;25;56;33;
23204;1;;10;10;14;15;17;59;
24535;1;1;5;8;31;33;36;63;
72175;7;13;61;154;198;128;162;210;
23206;2;2;9;34;120;60;68;47;
24538;13;18;51;110;141;85;94;242;
72172;2;11;59;135;205;100;91;83;
24537;1;;8;11;28;31;39;72;
72173;2;6;12;81;183;97;147;82;
11229;1;2;1;6;3;2;1;41;
84149;7;18;60;97;200;151;145;129;
84148;7;14;71;107;180;112;105;268;
84145;5;8;28;55;122;73;79;199;
11221;1;4;10;19;37;26;31;116;
60199;1;1;5;16;26;24;23;14;
84144;8;7;33;67;59;53;82;377;
84147;30;43;118;182;375;324;301;229;
11223;1;;;1;1;1;7;6;
84146;3;6;13;36;56;47;59;153;
60196;2;2;12;49;97;83;123;33;
84141;16;60;213;375;605;359;219;173;
60195;2;7;10;24;48;61;63;48;
84140;7;10;31;38;53;56;83;164;
60194;1;1;4;22;34;34;13;18;
84143;15;109;39;32;71;80;144;286;
11227;1;1;1;2;6;3;4;15;
60193;2;;4;4;39;18;19;16;
84142;15;19;91;187;354;283;289;219;
24509;1;1;11;31;85;83;74;69;
24508;2;3;5;14;21;25;35;51;
72189;8;36;93;245;307;139;150;158;
24501;1;4;12;21;55;54;80;76;
72187;7;19;45;112;167;139;170;199;
72186;1;7;17;57;121;74;85;52;
24505;3;3;8;30;37;36;53;107;
72183;1;6;37;91;138;84;101;163;
72181;1738;2262;5919;8157;5701;2414;2256;4471;
72182;7;18;37;109;203;131;134;227;
72180;91;133;300;806;688;263;255;571;
24518;1;3;2;14;34;34;30;39;
24519;2;4;21;38;42;45;41;103;
24510;1;1;15;27;48;37;40;91;
72198;31;16;47;108;334;237;314;44;
24511;2;3;3;11;27;31;37;48;
72199;2;;11;18;16;24;27;50;
72196;5;2;23;58;104;64;44;68;
72194;1;3;10;28;29;15;17;15;
24515;1;2;48;63;94;12;10;86;
72195;8;7;39;115;229;147;199;113;
11208;1;;3;3;8;10;16;11;
72193;1;1;19;36;60;38;36;86;
11209;1;2;9;14;29;27;33;26;
72191;8;29;138;272;384;286;252;284;
11200;4;5;5;22;18;9;10;87;
11202;413;463;506;432;346;217;205;13873;
11201;1;2;18;46;102;99;78;50;
11203;25;89;274;410;587;309;216;166;
11206;78;94;213;427;536;310;262;399;
11205;1;3;1;8;17;19;7;38;
11170;323;528;615;400;474;256;196;10549;
11172;1;4;27;41;87;63;59;317;
62760;1;4;4;20;32;22;41;23;
47128;4;6;42;58;156;121;111;40;
47125;3;3;2;7;21;34;67;52;
11175;1;5;12;39;52;52;60;39;
61432;2;3;17;46;78;58;54;34;
62763;2;1;14;69;115;109;77;36;
24488;3;7;9;31;59;44;34;135;
35145;5;57;68;149;152;115;131;289;
59112;12;76;276;461;538;282;179;192;
62764;8;50;339;577;725;301;151;73;
23157;1;1;3;7;16;14;8;35;
24487;5;1;30;70;224;208;177;100;
35144;3;3;14;48;117;97;108;25;
59111;2;1;3;30;50;31;39;8;
62765;175;305;615;733;515;234;237;522;
59114;4;5;22;80;168;166;180;52;
62766;1;2;28;42;118;119;94;25;
24489;4;7;9;31;43;36;62;79;
35142;2;9;29;86;156;114;110;69;
59113;2;5;39;107;154;129;83;22;
61436;1;;3;11;22;23;25;49;
62767;60;205;362;625;603;294;204;319;
62769;1;6;7;30;66;71;102;23;
59110;1;9;15;51;122;145;175;43;
24480;1;;3;6;30;37;38;27;
60109;2;;5;15;25;24;22;12;
24482;1;;5;12;47;31;43;84;
60107;5;37;115;247;412;258;253;63;
23151;1;5;12;35;60;46;57;156;
24481;1;7;27;45;67;43;58;133;
60106;4;34;90;186;274;190;184;71;
24484;2;2;20;48;119;89;94;79;
24483;2;1;4;8;13;12;25;15;
59115;8;10;29;50;88;59;33;110;
60104;41;113;271;477;526;213;162;329;
24486;4;4;17;44;53;40;42;110;
59118;7;22;61;177;314;208;183;145;
60103;50;110;197;391;505;273;182;159;
24485;1;4;10;46;56;41;48;100;
35146;2;3;8;33;71;50;59;24;
59117;11;6;23;72;165;83;73;40;
60102;5;19;48;119;291;215;103;29;
11178;2;3;17;45;231;138;101;97;
60101;1;5;25;42;74;44;49;20;
11177;2;1;1;3;5;3;2;51;
47120;2;;2;3;13;8;15;14;
47118;1;;2;8;19;14;22;12;
11182;1;6;6;23;23;9;21;117;
62770;16;26;122;218;375;215;226;116;
11185;5;14;26;39;68;46;57;191;
61440;1;;16;68;117;97;78;52;
62771;35;108;760;1417;1122;289;140;353;
47117;1;5;7;32;92;112;137;57;
11187;3;4;7;7;5;3;10;53;
47114;1;1;7;14;39;38;54;23;
61442;2;4;7;12;26;24;28;29;
62773;17;36;162;298;516;344;216;161;
11186;1;;2;13;3;4;5;21;
47115;1;1;2;16;26;29;39;20;
61443;1;6;12;46;84;71;56;38;
62774;24;51;198;405;630;344;371;410;
23167;1;;13;29;42;50;39;135;
24499;2;3;9;34;111;99;103;46;
59123;1;5;33;82;196;161;174;52;
23168;3;4;22;71;114;87;68;208;
24498;2;4;26;74;106;102;127;302;
35133;13;25;135;259;409;416;433;239;
59122;496;491;1109;1338;1539;735;565;828;
61445;1;5;32;66;91;47;58;51;
35132;2;10;40;100;185;132;141;206;
61446;1;2;10;18;12;19;12;41;
35131;22;55;304;437;451;407;331;98;
59124;1;6;47;99;174;169;346;50;
61447;2;62;50;166;216;108;70;117;
35130;14;36;90;143;184;189;247;130;
61448;1;3;6;21;67;43;38;37;
59121;2;;7;20;61;71;76;23;
59120;5;12;70;96;188;182;193;55;
60119;5;12;74;195;250;151;87;72;
24493;1;1;6;5;14;10;14;47;
23162;1;5;19;32;51;41;31;131;
35139;19;96;151;262;387;511;667;136;
60116;9;62;97;306;383;209;162;116;
23164;2;6;15;44;58;55;58;187;
24494;3;9;15;17;55;45;93;44;
35137;3;4;23;82;231;249;211;46;
59126;1;11;39;114;218;108;127;72;
60115;5;4;26;70;92;93;58;44;
23165;4;11;37;71;80;29;36;426;
35136;43;135;451;655;716;672;710;329;
59129;4;15;39;105;209;197;252;55;
23166;1;2;8;18;28;15;21;38;
35135;6;22;65;109;208;213;251;65;
59128;54;48;277;269;159;159;237;76;
60113;1;;6;9;24;18;15;7;
11189;1;;7;6;17;6;9;81;
47112;2;2;4;17;49;54;56;51;
11188;4;19;38;99;226;151;222;505;
47110;1;9;23;73;214;191;220;121;
47111;4;;13;46;86;48;67;51;
72109;1;5;24;37;68;44;46;57;
97408;84;245;745;1326;1281;729;493;451;
97407;185;465;1157;1574;976;303;181;290;
11150;1;2;26;30;40;58;45;91;
47107;1;1;6;10;47;37;40;37;
72107;1;1;8;11;43;32;48;33;
62781;4;5;3;21;47;51;55;19;
97409;94;463;1247;2501;2060;1054;659;897;
11152;1;;7;10;12;14;20;65;
47105;1;1;1;9;40;31;38;37;
72105;1;3;18;37;67;31;51;31;
97404;40;83;281;565;571;373;282;303;
11151;2;2;10;38;87;47;45;34;
47106;18;65;253;497;707;374;361;750;
97403;41;135;380;674;815;414;295;385;
11154;1;;5;6;6;10;;18;
61453;1;3;8;22;31;25;26;55;
62784;7;19;17;47;94;69;60;29;
72103;5;5;35;64;74;43;69;147;
97406;19;54;189;543;776;352;311;999;
47104;1;1;6;13;23;32;37;26;
62785;2;1;3;37;87;94;116;46;
72104;1;5;17;46;69;46;56;56;
97405;32;90;241;499;592;295;226;222;
24466;3;1;2;12;38;35;54;50;
35123;6;46;156;242;422;420;402;167;
59134;1;7;23;43;146;104;163;79;
72101;1;2;18;57;62;54;69;87;
24465;1;;10;16;30;20;39;48;
35122;2;17;44;123;206;201;181;96;
61456;1;6;49;141;224;133;141;134;
23136;1;1;14;23;45;18;33;70;
35121;3;11;48;86;177;188;239;78;
59136;59;134;462;706;864;386;273;501;
62788;2;3;16;30;68;63;79;35;
97402;34;89;272;611;481;225;224;182;
23137;2;7;19;49;61;61;51;186;
35120;10;53;250;380;500;480;552;155;
59135;4;26;87;173;216;172;263;167;
97401;34;77;251;390;456;273;258;240;
23138;4;;8;18;25;13;14;79;
59130;5;4;28;62;142;108;99;52;
61459;1;3;9;19;52;24;20;23;
59131;18;46;319;768;1397;546;201;152;
24460;1;1;6;36;61;46;58;89;
60129;10;17;40;103;189;115;118;60;
35128;3;11;67;96;163;161;159;112;
60128;1;4;11;15;22;17;21;20;
23130;1;9;23;60;80;47;40;186;
35127;9;28;111;199;383;446;404;187;
23131;2;5;30;49;105;61;97;224;
24461;1;2;21;62;92;87;106;99;
35126;43;80;341;577;816;759;839;383;
59137;1;5;17;47;86;71;102;53;
60126;2;1;7;23;88;44;35;19;
23132;4;1;2;30;50;53;41;77;
24464;3;4;19;33;44;25;29;121;
35125;68;91;225;368;503;330;348;343;
60125;3;14;21;48;87;81;73;21;
23133;1;3;15;35;49;25;41;99;
24463;1;5;8;32;103;65;52;112;
35124;10;29;102;174;248;205;225;210;
59139;35;133;359;651;703;353;243;342;
47101;7;6;24;69;137;152;187;61;
11157;1;;9;20;28;24;21;117;
47100;9;41;131;306;651;586;627;154;
60120;2;4;24;70;132;111;100;30;
11159;1;1;5;8;19;16;21;33;
61460;4;10;52;88;113;65;48;165;
72118;9;11;48;157;177;136;115;204;
11160;4;1;2;5;6;3;1;10;
62792;2;7;31;50;141;110;128;136;
72119;1;10;25;57;114;94;122;50;
61462;1;3;8;72;164;110;82;17;
11162;1;1;2;4;6;5;6;11;
61463;16;16;44;151;252;131;129;135;
62794;2;;14;36;88;50;50;19;
61464;121;129;299;459;450;207;246;443;
72114;1;2;8;18;30;27;26;26;
11164;6;6;37;101;197;138;163;142;
72115;2;8;35;100;124;73;74;111;
35112;1;3;14;49;118;92;114;32;
59145;1;4;7;22;70;88;103;16;
23146;4;2;9;21;21;27;33;105;
35111;1;1;23;59;75;56;87;80;
61467;1;4;10;8;52;28;47;24;
24479;4;10;52;108;163;118;115;242;
35110;2;11;18;66;91;91;111;58;
72110;2;3;9;38;149;93;86;37;
23148;2;8;16;19;28;22;21;100;
59146;8;14;66;148;308;274;386;43;
72111;1;4;5;24;46;42;64;22;
59143;16;55;296;576;1081;620;595;172;
35119;1;4;17;65;54;108;100;43;
24471;4;1;18;30;82;68;72;86;
23140;5;5;18;38;64;44;40;111;
24470;1;;6;14;27;39;33;96;
35117;6;25;94;123;142;142;152;215;
60139;125;366;709;1067;1126;555;330;329;
23141;1;5;19;43;106;62;57;248;
35116;3;15;82;191;299;233;199;164;
59149;1;10;26;75;135;103;110;64;
60138;22;14;42;43;59;74;133;69;
23142;2;1;5;17;43;31;39;120;
24472;2;1;7;40;113;130;127;60;
35115;161;366;791;1274;790;424;401;494;
23143;3;3;12;38;68;45;42;71;
60136;1;1;6;32;51;47;50;26;
23144;1;4;17;33;29;19;23;126;
60135;2;6;36;83;161;146;180;86;
11167;1;1;4;6;11;11;12;15;
60134;15;14;47;157;352;223;175;52;
11166;1;;1;3;8;12;8;10;
60133;1;5;14;56;71;39;37;22;
60130;2;10;24;73;131;91;91;25;
59150;1;2;6;18;32;44;104;12;
61472;1;;1;17;57;22;42;11;
11130;1;1;5;21;39;22;30;159;
72127;4;1;9;99;308;176;165;24;
61474;7;17;96;304;524;340;386;450;
72128;3;7;19;43;62;41;66;110;
11132;5;13;48;82;157;135;148;350;
61475;3;10;34;94;93;40;34;143;
72125;1;3;6;7;40;40;24;38;
11131;11;12;41;56;77;59;48;156;
61476;4;1;11;13;32;28;30;33;
23112;2;7;29;97;112;85;62;260;
59156;3;36;145;274;422;181;108;57;
97422;546;672;1774;3005;3451;1845;1356;1208;
23113;3;7;27;28;29;28;28;147;
24443;7;13;26;35;48;48;36;210;
59155;112;167;467;853;1295;555;269;237;
72124;23;57;214;453;588;379;445;252;
97421;51;87;202;645;858;437;280;666;
23114;1;2;12;28;56;51;49;116;
24446;1;;1;4;7;7;3;14;
59158;10;15;55;122;271;270;409;71;
72121;1;6;15;24;34;23;35;67;
97424;57;105;288;553;673;290;180;787;
23115;1;1;9;25;25;25;34;142;
59157;20;21;91;182;289;195;182;192;
72122;1;1;20;76;164;91;83;65;
97423;128;134;310;654;742;409;237;453;
23116;2;2;24;50;76;44;49;249;
24448;1;2;21;25;64;64;53;66;
59152;25;82;243;484;544;306;250;107;
23117;1;8;14;29;41;23;23;53;
59151;4;16;47;88;226;145;141;74;
23118;1;1;4;11;21;28;20;57;
97420;59;80;375;915;1110;517;324;263;
24449;3;5;20;57;131;115;129;108;
59153;70;180;717;1226;1049;438;320;566;
35109;5;19;73;146;213;224;231;58;
35108;1;10;28;47;109;93;121;33;
84119;16;40;173;292;559;445;480;270;
35107;2;11;35;78;156;169;219;62;
35106;8;12;48;109;173;122;134;167;
35105;1;5;29;99;168;167;192;42;
60149;8;18;77;165;253;139;173;46;
35104;5;10;38;118;152;146;144;110;
59159;1;;12;36;74;46;50;11;
60148;1;1;6;25;57;36;36;17;
23110;1;;1;2;5;7;7;36;
24442;6;23;65;196;320;171;125;142;
35103;1;2;9;14;44;28;77;35;
60147;4;8;25;64;102;64;77;51;
84118;8;24;73;139;357;296;438;804;
23111;1;;2;20;38;26;26;49;
60146;1;3;7;33;50;29;37;33;
84117;2;2;13;23;40;40;37;77;
84112;7;7;43;57;72;48;74;307;
84111;1;2;11;17;42;35;50;40;
11136;2;1;24;47;67;74;88;104;
60143;39;121;188;264;347;195;172;143;
60142;20;84;232;184;216;248;296;85;
84113;6;6;34;71;103;64;84;100;
60141;140;237;601;613;314;141;169;217;
11137;1;1;11;4;16;16;15;53;
60140;1;4;3;19;29;33;38;43;
61480;2;;5;16;26;36;17;33;
97419;29;86;268;678;727;319;235;326;
97418;86;248;734;1351;1410;710;477;535;
59161;3;1;12;31;80;67;86;24;
59160;15;40;213;392;594;315;189;197;
61483;106;89;232;262;304;184;262;1832;
61484;9;33;109;382;521;248;240;457;
72138;10;71;169;381;323;207;205;451;
97415;328;735;2388;4787;4191;1893;1136;3323;
11140;4;11;31;84;156;149;149;181;
61485;1;4;6;21;27;19;21;56;
72139;3;5;29;79;107;87;103;64;
97414;163;347;1197;2142;2294;977;594;1011;
11143;1;4;8;7;16;6;9;90;
61486;19;119;243;505;629;332;344;644;
97417;30;33;216;562;698;283;148;354;
11142;12;7;21;16;13;18;22;28;
72137;3;7;35;130;260;200;256;217;
97416;658;804;2209;3681;3184;1655;1110;1655;
23123;1;;6;15;21;28;27;72;
24455;4;2;14;37;95;87;78;122;
61488;1;1;3;5;12;7;8;20;
97411;2186;2382;5598;7181;4802;2177;1700;3503;
24454;1;4;12;34;80;71;106;72;
97410;115;300;953;1860;1319;534;353;777;
59169;2;2;5;14;30;18;26;6;
72132;127;259;758;1306;1024;456;466;831;
97413;116;339;904;1300;1409;745;442;779;
24456;2;3;7;2;13;15;47;37;
59168;25;51;231;409;503;368;534;157;
72133;1;2;13;56;137;148;203;34;
97412;86;269;851;1607;1668;903;540;582;
23127;1;;12;21;20;14;30;128;
24459;1;3;7;9;34;32;47;38;
59163;333;245;723;873;811;398;415;379;
59162;3;9;7;26;40;74;98;14;
59165;13;35;257;471;1135;513;269;148;
84108;16;18;52;123;272;206;216;190;
24451;1;8;18;54;118;88;109;94;
84105;4;10;25;61;98;107;130;298;
24450;2;8;9;38;86;65;81;150;
60159;1081;623;1493;2335;1184;472;539;720;
84104;5;11;38;74;143;161;161;284;
84107;6;5;18;53;108;55;34;158;
24452;1;1;3;11;41;15;27;88;
60157;103;179;444;515;356;183;120;184;
84106;14;51;138;177;301;244;256;262;
11145;123;175;322;361;426;313;219;7971;
60156;10;23;97;193;244;159;157;66;
84101;1;4;17;22;23;44;78;120;
11144;15;28;64;93;93;89;123;593;
60155;48;81;176;282;458;293;188;139;
84100;2;;1;4;6;7;9;54;
60154;15;11;43;104;158;163;208;59;
84103;4;8;31;51;90;64;64;193;
11146;2;1;6;15;53;37;24;25;
60153;1;1;5;6;12;9;9;11;
84102;9;24;42;111;124;122;199;484;
11148;5;7;25;34;55;44;76;90;
60151;7;34;148;263;425;241;294;138;
60150;20;15;21;102;156;80;69;70;
59170;9;29;262;608;698;283;168;122;
61491;11;37;159;355;425;227;219;641;
24429;1;1;5;16;37;21;33;64;
59172;81;118;491;872;873;335;182;483;
61494;7;19;79;139;147;81;67;133;
72149;1;3;13;36;59;47;83;59;
11110;2;;3;13;10;15;17;39;
61497;1;4;17;90;279;138;120;37;
72147;6;8;15;44;132;101;120;33;
61498;1;1;6;10;12;11;9;21;
59178;493;582;1509;1922;1433;669;533;1521;
61499;1;;;7;19;11;21;19;
72145;1;4;2;34;48;48;27;39;
24421;2;;2;16;25;21;31;71;
59177;4;11;31;57;108;88;79;51;
72146;1;8;27;151;410;247;321;39;
72143;3;17;86;189;254;121;121;193;
59179;14;89;209;347;650;211;112;103;
59174;1;3;13;12;20;42;43;8;
72141;1;7;31;55;131;65;94;71;
24425;3;1;9;23;62;36;48;101;
59173;5;22;55;89;227;143;160;32;
72142;1;1;9;11;20;16;13;18;
24428;2;2;15;62;97;49;48;117;
59175;1;;2;13;45;35;34;16;
84138;39;150;521;882;1284;639;606;916;
84137;79;167;387;615;767;446;465;1132;
24420;2;3;5;12;23;21;34;21;
60168;1;2;14;26;21;10;14;9;
11112;2;4;6;15;13;2;7;33;
84134;2;2;14;22;77;83;79;48;
11111;3;2;14;50;128;83;66;63;
60166;8;17;41;91;124;100;92;28;
84133;35;81;221;350;384;331;428;334;
11114;3;1;;1;5;1;6;4;
84136;3;11;67;93;135;110;124;137;
11113;1;;6;12;20;7;21;73;
60164;8;18;31;87;117;52;49;50;
84135;7;1;16;45;109;157;354;133;
11116;16;49;132;310;556;401;302;446;
60163;1;;15;29;50;33;25;26;
11115;4;5;20;47;101;90;69;196;
84132;70;148;331;694;1124;726;750;409;
11117;3;;8;7;16;16;10;62;
60160;1;3;9;40;69;72;66;37;
84131;4;14;33;75;227;219;266;133;
23109;2;4;15;22;36;11;20;64;
60170;2;10;19;28;40;38;112;49;
59183;599;821;3070;4594;4072;1864;1270;2077;
11120;1;;2;19;81;69;67;16;
23101;5;;10;32;59;41;43;148;
59189;1;3;22;48;104;106;184;24;
72156;2;7;20;74;126;78;80;77;
23102;3;5;20;33;42;27;38;132;
24432;3;2;27;44;78;70;80;188;
72157;1;3;14;38;65;74;100;24;
72154;43;101;307;674;751;427;466;309;
24434;1;2;5;13;14;15;16;36;
72155;4;15;77;115;303;209;219;47;
23105;3;18;43;87;87;55;45;220;
59185;7;22;112;206;225;108;80;49;
72152;3;1;9;25;75;36;41;38;
23106;1;10;15;26;40;44;33;79;
24436;4;5;21;47;138;139;112;132;
72153;3;7;14;42;72;44;79;120;
23107;1;1;11;13;21;17;16;112;
59187;1;;3;8;22;23;47;17;
24438;4;;3;10;15;35;43;98;
72151;13;13;24;63;145;109;123;93;
84127;5;11;45;172;389;286;312;131;
84126;1;9;22;54;81;84;136;189;
84129;29;175;521;675;854;465;307;344;
23100;3;2;21;41;65;53;36;67;
84128;1;2;3;4;4;5;3;28;
11123;1;3;14;10;21;12;11;75;
60178;33;60;186;387;433;177;159;193;
84123;12;32;82;111;200;99;115;484;
60177;1;1;10;38;43;40;34;21;
84122;16;53;202;467;736;477;474;355;
11125;3;3;16;12;18;22;18;103;
60176;184;196;438;648;507;270;208;160;
84125;1;;6;12;5;7;6;50;
11124;6;7;16;56;92;56;66;172;
60175;486;495;1393;1755;773;179;100;420;
11126;1;2;27;42;71;39;38;79;
60173;7;23;56;67;96;45;40;69;
11129;11;27;103;236;289;127;120;430;
60172;43;134;299;308;266;214;513;203;
84121;1;6;12;19;34;18;25;35;
84120;1;1;4;8;17;19;14;63;
47193;1;;1;5;10;28;37;26;
47190;2;8;13;27;66;46;93;88;
47191;1;3;4;26;83;109;82;30;
47199;2;2;3;8;19;25;71;66;
47196;1;2;5;16;24;16;30;39;
47194;2;1;2;7;32;41;59;36;
47195;38;145;296;517;908;572;734;896;
62702;1;1;3;23;51;35;26;52;
62705;1;4;65;169;269;129;133;83;
47187;4;1;5;22;35;23;48;33;
47188;2;1;5;21;25;30;42;53;
47185;16;26;59;257;427;251;248;232;
47186;3;1;16;34;88;77;118;53;
35192;1;3;3;20;18;23;28;18;
35191;6;15;79;197;245;182;262;175;
35198;2;3;25;36;52;65;94;36;
62711;11;35;119;281;385;210;159;107;
35197;4;4;15;44;140;182;166;44;
62712;1;1;19;39;107;105;201;62;
35196;29;122;494;771;621;665;543;291;
62713;1;2;28;70;150;124;168;40;
35195;9;35;81;159;257;208;187;128;
35194;1;9;9;48;102;103;123;19;
62715;1;2;8;26;46;17;18;18;
35193;2;8;25;76;212;203;182;58;
62716;1;;4;12;67;64;47;12;
47170;4;6;11;26;74;69;103;119;
62706;2;1;31;122;286;259;369;62;
47171;1;6;7;19;44;49;60;40;
62709;1;1;9;12;33;23;27;12;
47179;39;25;99;199;316;213;145;195;
47176;1;;6;10;21;20;25;21;
47174;5;10;14;48;62;69;141;145;
47175;5;19;61;169;274;246;316;579;
47172;2;;5;9;52;71;106;35;
47173;20;9;29;50;80;103;106;167;
35181;2;5;23;42;132;171;245;283;
35180;2;7;26;50;57;52;103;31;
47169;2;4;4;31;85;136;247;59;
35189;67;84;204;245;282;316;382;87;
35188;42;175;327;462;578;564;656;275;
35187;2;12;28;53;150;131;145;63;
35186;3;4;28;50;137;98;142;148;
62723;1;3;3;12;16;28;29;29;
35185;1;2;8;22;25;28;18;18;
62724;27;97;600;1253;969;369;245;178;
35184;62;70;229;453;565;499;552;194;
35183;1;3;15;47;93;81;78;11;
62727;5;15;68;94;247;158;102;28;
23192;1;4;30;85;204;182;169;400;
62717;1;2;6;23;60;56;71;23;
23193;1;18;41;128;392;259;264;215;
47160;2;2;3;4;27;26;17;48;
62719;1;2;8;15;25;25;27;46;
23197;1;6;13;43;42;22;39;150;
47167;17;29;58;99;190;139;168;258;
47168;41;80;157;366;498;224;209;419;
47165;12;28;22;74;154;128;183;90;
47163;1;1;3;23;40;71;105;35;
35170;1;4;12;45;58;58;63;47;
47158;1;1;1;4;10;18;23;14;
47159;2;18;36;99;153;157;179;125;
62730;5;10;36;81;194;141;149;114;
35178;2;8;26;84;156;186;170;74;
61400;1;;7;24;44;35;29;21;
62731;1;3;9;23;39;29;28;24;
35177;11;41;219;344;323;436;641;74;
61401;1;;3;7;12;4;15;20;
62732;1;;;10;26;44;44;7;
35176;36;81;297;511;797;691;653;695;
35174;1;3;35;64;71;48;58;83;
62735;1;8;72;221;319;185;107;41;
35173;17;62;246;407;495;572;810;165;
61405;4;1;6;40;70;49;48;58;
62736;1;20;79;204;403;388;441;87;
35172;5;21;71;144;171;178;139;161;
62737;8;34;258;814;862;348;178;221;
35171;3;23;90;103;149;162;208;150;
61407;1;2;17;58;107;58;56;57;
35179;7;34;144;278;553;395;379;239;
47157;163;216;434;869;905;453;483;493;
47155;1;1;5;15;49;63;132;35;
47152;3;2;6;24;55;43;52;75;
11192;11;8;26;46;108;78;62;60;
11191;3;2;3;19;14;3;16;55;
11194;1;7;9;15;27;10;7;39;
11193;1;2;9;14;40;25;21;27;
11196;3;1;2;15;14;17;29;41;
11198;2;11;40;84;124;99;129;163;
47147;7;3;16;43;71;80;120;122;
11197;1;1;6;38;97;59;62;5;
47148;1;1;1;8;27;21;31;24;
35167;3;25;92;230;333;197;246;259;
23179;1;5;4;24;34;33;31;75;
61412;2;10;33;77;81;45;49;92;
62744;1;17;108;246;449;297;335;110;
35164;2;1;22;77;80;61;74;66;
61414;15;14;34;91;145;74;49;84;
35163;7;14;50;120;163;194;228;99;
61415;1;2;9;30;35;32;32;32;
62746;21;69;258;484;708;321;194;173;
35162;7;46;155;322;485;287;241;290;
11190;2;7;31;100;144;115;135;234;
